Repository,Component Type,Ecosystem,Name,Version,Dependency Scope,Relationship,License,PURL or Reference,Metadata Source,Notes
workspace,library,npm,@babel/helper-string-parser,7.29.7,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-string-parser@7.29.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/helper-validator-identifier,7.29.7,build,transitive build dependency,MIT,pkg:npm/%40babel/helper-validator-identifier@7.29.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/plugin-transform-react-jsx-self,7.29.7,build,transitive build dependency,MIT,pkg:npm/%40babel/plugin-transform-react-jsx-self@7.29.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/plugin-transform-react-jsx-source,7.29.7,build,transitive build dependency,MIT,pkg:npm/%40babel/plugin-transform-react-jsx-source@7.29.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/runtime,7.29.7,runtime,transitive runtime dependency,MIT,pkg:npm/%40babel/runtime@7.29.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@babel/types,7.29.7,build,transitive build dependency,MIT,pkg:npm/%40babel/types@7.29.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@capsizecss/unpack,4.0.0,build,transitive build dependency,MIT,pkg:npm/%40capsizecss/unpack@4.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@cesium/engine,26.0.0,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40cesium/engine@26.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@cesium/wasm-splats,0.1.0-alpha.2,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40cesium/wasm-splats@0.1.0-alpha.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@cesium/widgets,16.0.0,runtime,transitive runtime dependency,Apache-2.0,pkg:npm/%40cesium/widgets@16.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@csi-foxbyte/regensburg_digitalerenergiezwilling_energycalculationcore,0.19.0,runtime,direct runtime dependency,LGPL-3.0-or-later,pkg:npm/%40csi-foxbyte/regensburg_digitalerenergiezwilling_energycalculationcore@0.19.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-x64,0.27.7,build,transitive build dependency,MIT,pkg:npm/%40esbuild/linux-x64@0.27.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@esbuild/linux-x64,0.25.12,build,transitive build dependency,MIT,pkg:npm/%40esbuild/linux-x64@0.25.12,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/core,1.7.5,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/core@1.7.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/dom,1.7.6,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/dom@1.7.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/react-dom,2.1.8,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/react-dom@2.1.8,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@floating-ui/utils,0.2.11,runtime,transitive runtime dependency,MIT,pkg:npm/%40floating-ui/utils@0.2.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@fontsource-variable/geist,5.2.9,runtime,direct runtime dependency,OFL-1.1,pkg:npm/%40fontsource-variable/geist@5.2.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@fontsource/open-sans,5.2.7,runtime,direct runtime dependency,OFL-1.1,pkg:npm/%40fontsource/open-sans@5.2.7,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@img/colour,1.1.0,build,transitive build dependency,MIT,pkg:npm/%40img/colour@1.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@img/sharp-libvips-linux-x64,1.2.4,build,transitive build dependency,LGPL-3.0-or-later,pkg:npm/%40img/sharp-libvips-linux-x64@1.2.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@img/sharp-linux-x64,0.34.5,build,transitive build dependency,Apache-2.0,pkg:npm/%40img/sharp-linux-x64@0.34.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/gen-mapping,0.3.13,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/gen-mapping@0.3.13,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/remapping,2.3.5,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/remapping@2.3.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/resolve-uri,3.1.2,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/resolve-uri@3.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/sourcemap-codec,1.5.5,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/sourcemap-codec@1.5.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@jridgewell/trace-mapping,0.3.31,build,transitive build dependency,MIT,pkg:npm/%40jridgewell/trace-mapping@0.3.31,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@nanostores/react,1.1.0,runtime,direct runtime dependency,MIT,pkg:npm/%40nanostores/react@1.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@noble/ciphers,1.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40noble/ciphers@1.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@noble/hashes,1.8.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40noble/hashes@1.8.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@oslojs/encoding,1.1.0,build,transitive build dependency,MIT,pkg:npm/%40oslojs/encoding@1.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/number,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/number@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/primitive,1.1.4,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/primitive@1.1.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-accessible-icon,1.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-accessible-icon@1.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-accordion,1.2.13,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-accordion@1.2.13,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-alert-dialog,1.1.16,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-alert-dialog@1.1.16,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-arrow,1.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-arrow@1.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-aspect-ratio,1.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-aspect-ratio@1.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-avatar,1.1.12,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-avatar@1.1.12,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-checkbox,1.3.4,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-checkbox@1.3.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-collapsible,1.1.13,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-collapsible@1.1.13,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-collection,1.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-collection@1.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-compose-refs,1.1.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-compose-refs@1.1.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-context,1.1.4,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-context@1.1.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-context-menu,2.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-context-menu@2.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-dialog,1.1.16,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-dialog@1.1.16,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-direction,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-direction@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-dismissable-layer,1.1.12,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-dismissable-layer@1.1.12,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-dropdown-menu,2.1.17,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-dropdown-menu@2.1.17,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-focus-guards,1.1.4,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-focus-guards@1.1.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-focus-scope,1.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-focus-scope@1.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-form,0.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-form@0.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-hover-card,1.1.16,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-hover-card@1.1.16,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-id,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-id@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-label,2.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-label@2.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-menu,2.1.17,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-menu@2.1.17,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-menubar,1.1.17,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-menubar@1.1.17,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-navigation-menu,1.2.15,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-navigation-menu@1.2.15,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-one-time-password-field,0.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-one-time-password-field@0.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-password-toggle-field,0.1.4,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-password-toggle-field@0.1.4,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-popover,1.1.16,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-popover@1.1.16,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-popper,1.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-popper@1.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-portal,1.1.11,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-portal@1.1.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-presence,1.1.6,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-presence@1.1.6,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-primitive,2.1.5,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-primitive@2.1.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-progress,1.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-progress@1.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-radio-group,1.4.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-radio-group@1.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-roving-focus,1.1.12,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-roving-focus@1.1.12,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-scroll-area,1.2.11,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-scroll-area@1.2.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-select,2.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-select@2.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-separator,1.1.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-separator@1.1.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-slider,1.4.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-slider@1.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-slot,1.2.5,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-slot@1.2.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-switch,1.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-switch@1.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-tabs,1.1.14,runtime,direct runtime dependency,MIT,pkg:npm/%40radix-ui/react-tabs@1.1.14,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-toast,1.2.16,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-toast@1.2.16,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-toggle,1.1.11,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-toggle@1.1.11,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-toggle-group,1.1.12,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-toggle-group@1.1.12,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-toolbar,1.1.12,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-toolbar@1.1.12,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-tooltip,1.2.9,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-tooltip@1.2.9,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-callback-ref,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-callback-ref@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-controllable-state,1.2.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-controllable-state@1.2.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-effect-event,0.0.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-effect-event@0.0.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-escape-keydown,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-escape-keydown@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-is-hydrated,0.1.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-is-hydrated@0.1.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-layout-effect,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-layout-effect@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-previous,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-previous@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-rect,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-rect@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-use-size,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-use-size@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/react-visually-hidden,1.2.5,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/react-visually-hidden@1.2.5,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@radix-ui/rect,1.1.2,runtime,transitive runtime dependency,MIT,pkg:npm/%40radix-ui/rect@1.1.2,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/fns,3.1.3,runtime,transitive runtime dependency,MIT,pkg:npm/%40react-pdf/fns@3.1.3,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/image,3.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40react-pdf/image@3.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/layout,4.6.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40react-pdf/layout@4.6.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/pdfkit,5.1.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40react-pdf/pdfkit@5.1.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/reconciler,2.0.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40react-pdf/reconciler@2.0.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/render,4.5.1,runtime,transitive runtime dependency,MIT,pkg:npm/%40react-pdf/render@4.5.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/renderer,4.5.1,runtime,direct runtime dependency,MIT,pkg:npm/%40react-pdf/renderer@4.5.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/svg,1.1.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40react-pdf/svg@1.1.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@react-pdf/textkit,6.3.0,runtime,transitive runtime dependency,MIT,pkg:npm/%40react-pdf/textkit@6.3.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rolldown/pluginutils,1.0.0-beta.27,build,transitive build dependency,MIT,pkg:npm/%40rolldown/pluginutils@1.0.0-beta.27,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rollup/pluginutils,5.4.0,build,transitive build dependency,MIT,pkg:npm/%40rollup/pluginutils@5.4.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rollup/pluginutils,4.2.1,build,transitive build dependency,MIT,pkg:npm/%40rollup/pluginutils@4.2.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@rollup/rollup-linux-x64-gnu,4.61.1,build,transitive build dependency,MIT,pkg:npm/%40rollup/rollup-linux-x64-gnu@4.61.1,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@shikijs/core,3.23.0,build,transitive build dependency,MIT,pkg:npm/%40shikijs/core@3.23.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
workspace,library,npm,@shikijs/engine-javascript,3.23.0,build,transitive build dependency,MIT,pkg:npm/%40shikijs/engine-javascript@3.23.0,workspace/pnpm-lock.yaml and installed package metadata,Generated from pnpm's resolved dependency graph and local package metadata.
